customer_id,scoring_date,score,tier,reasons,model
C000575,2024-11-01,0.0667,Green,[],sklearn_hgb
C000576,2024-11-01,0.2353,Green,[],sklearn_hgb
C000577,2024-11-01,0.0429,Green,[],sklearn_hgb
C000578,2024-11-01,0.0417,Green,[],sklearn_hgb
C000579,2024-11-01,0.0202,Green,[],sklearn_hgb
C000580,2024-11-01,0.0389,Green,[],sklearn_hgb
C000581,2024-11-01,0.0667,Green,[],sklearn_hgb
C000582,2024-11-01,0.0417,Green,[],sklearn_hgb
C000583,2024-11-01,0.0417,Green,[],sklearn_hgb
C000584,2024-11-01,0.0667,Green,[],sklearn_hgb
C000585,2024-11-01,0.0417,Green,[],sklearn_hgb
C000586,2024-11-01,0.0852,Green,[],sklearn_hgb
C000587,2024-11-01,0.0417,Green,[],sklearn_hgb
C000588,2024-11-01,0.0417,Green,[],sklearn_hgb
C000589,2024-11-01,0.4444,Amber,[],sklearn_hgb
C000590,2024-11-01,0.3571,Amber,[],sklearn_hgb
C000591,2024-11-01,0.0202,Green,[],sklearn_hgb
C000592,2024-11-01,0.0667,Green,[],sklearn_hgb
C000593,2024-11-01,0.0417,Green,[],sklearn_hgb
C000594,2024-11-01,0.0417,Green,[],sklearn_hgb
C000595,2024-11-01,0.0202,Green,[],sklearn_hgb
C000596,2024-11-01,0.0417,Green,[],sklearn_hgb
C000597,2024-11-01,0.0852,Green,[],sklearn_hgb
C000598,2024-11-01,0.0667,Green,[],sklearn_hgb
C000599,2024-11-01,0.0417,Green,[],sklearn_hgb
C000600,2024-11-01,0.0667,Green,[],sklearn_hgb
C000601,2024-11-01,0.8511,Red,[],sklearn_hgb
C000602,2024-11-01,0.0417,Green,[],sklearn_hgb
C000603,2024-11-01,0.0667,Green,[],sklearn_hgb
C000604,2024-11-01,0.0667,Green,[],sklearn_hgb
C000605,2024-11-01,0.0389,Green,[],sklearn_hgb
C000606,2024-11-01,0.0417,Green,[],sklearn_hgb
C000607,2024-11-01,0.0852,Green,[],sklearn_hgb
C000608,2024-11-01,0.0417,Green,[],sklearn_hgb
C000609,2024-11-01,0.0667,Green,[],sklearn_hgb
C000610,2024-11-01,0.0417,Green,[],sklearn_hgb
C000611,2024-11-01,0.9286,Red,[],sklearn_hgb
C000612,2024-11-01,0.0417,Green,[],sklearn_hgb
C000613,2024-11-01,0.0667,Green,[],sklearn_hgb
C000614,2024-11-01,0.1239,Green,[],sklearn_hgb
C000615,2024-11-01,0.0417,Green,[],sklearn_hgb
C000616,2024-11-01,0.9286,Red,[],sklearn_hgb
C000617,2024-11-01,0.0667,Green,[],sklearn_hgb
C000618,2024-11-01,1.0,Red,[],sklearn_hgb
C000619,2024-11-01,0.0417,Green,[],sklearn_hgb
C000620,2024-11-01,0.1239,Green,[],sklearn_hgb
C000621,2024-11-01,0.0429,Green,[],sklearn_hgb
C000622,2024-11-01,0.0667,Green,[],sklearn_hgb
C000623,2024-11-01,0.0202,Green,[],sklearn_hgb
C000624,2024-11-01,0.9583,Red,[],sklearn_hgb
C000625,2024-11-01,0.0667,Green,[],sklearn_hgb
C000626,2024-11-01,0.0217,Green,[],sklearn_hgb
C000627,2024-11-01,0.178,Green,[],sklearn_hgb
C000628,2024-11-01,0.4444,Amber,[],sklearn_hgb
C000629,2024-11-01,0.0417,Green,[],sklearn_hgb
C000630,2024-11-01,0.4444,Amber,[],sklearn_hgb
C000631,2024-11-01,0.0667,Green,[],sklearn_hgb
C000632,2024-11-01,1.0,Red,[],sklearn_hgb
C000633,2024-11-01,0.0667,Green,[],sklearn_hgb
C000634,2024-11-01,0.0667,Green,[],sklearn_hgb
C000635,2024-11-01,0.0667,Green,[],sklearn_hgb
C000636,2024-11-01,0.0852,Green,[],sklearn_hgb
C000637,2024-11-01,0.0417,Green,[],sklearn_hgb
C000638,2024-11-01,0.0852,Green,[],sklearn_hgb
C000639,2024-11-01,0.0667,Green,[],sklearn_hgb
C000640,2024-11-01,0.0667,Green,[],sklearn_hgb
C000641,2024-11-01,0.0417,Green,[],sklearn_hgb
C000642,2024-11-01,0.0852,Green,[],sklearn_hgb
C000643,2024-11-01,0.0852,Green,[],sklearn_hgb
C000644,2024-11-01,0.0852,Green,[],sklearn_hgb
C000645,2024-11-01,0.0667,Green,[],sklearn_hgb
C000646,2024-11-01,0.0417,Green,[],sklearn_hgb
C000647,2024-11-01,0.0852,Green,[],sklearn_hgb
C000648,2024-11-01,0.0202,Green,[],sklearn_hgb
C000649,2024-11-01,0.0417,Green,[],sklearn_hgb
C000650,2024-11-01,0.0667,Green,[],sklearn_hgb
C000651,2024-11-01,0.0202,Green,[],sklearn_hgb
C000652,2024-11-01,0.0852,Green,[],sklearn_hgb
C000653,2024-11-01,0.1239,Green,[],sklearn_hgb
C000654,2024-11-01,0.0852,Green,[],sklearn_hgb
C000655,2024-11-01,0.0852,Green,[],sklearn_hgb
C000656,2024-11-01,0.0852,Green,[],sklearn_hgb
C000657,2024-11-01,0.0667,Green,[],sklearn_hgb
C000658,2024-11-01,0.0217,Green,[],sklearn_hgb
C000659,2024-11-01,0.0852,Green,[],sklearn_hgb
C000660,2024-11-01,0.0429,Green,[],sklearn_hgb
C000661,2024-11-01,0.0667,Green,[],sklearn_hgb
C000662,2024-11-01,0.178,Green,[],sklearn_hgb
C000663,2024-11-01,0.1239,Green,[],sklearn_hgb
C000664,2024-11-01,0.0202,Green,[],sklearn_hgb
C000665,2024-11-01,0.0667,Green,[],sklearn_hgb
C000666,2024-11-01,0.0667,Green,[],sklearn_hgb
C000667,2024-11-01,0.0202,Green,[],sklearn_hgb
C000668,2024-11-01,0.0667,Green,[],sklearn_hgb
C000669,2024-11-01,0.0429,Green,[],sklearn_hgb
C000670,2024-11-01,0.0417,Green,[],sklearn_hgb
C000671,2024-11-01,0.0417,Green,[],sklearn_hgb
C000672,2024-11-01,0.1239,Green,[],sklearn_hgb
C000673,2024-11-01,0.1239,Green,[],sklearn_hgb
C000674,2024-11-01,0.1239,Green,[],sklearn_hgb
C000675,2024-11-01,0.0852,Green,[],sklearn_hgb
C000676,2024-11-01,0.0417,Green,[],sklearn_hgb
C000677,2024-11-01,0.2973,Green,[],sklearn_hgb
C000678,2024-11-01,0.0667,Green,[],sklearn_hgb
C000679,2024-11-01,0.0202,Green,[],sklearn_hgb
C000680,2024-11-01,0.0852,Green,[],sklearn_hgb
C000681,2024-11-01,0.0667,Green,[],sklearn_hgb
C000682,2024-11-01,0.0417,Green,[],sklearn_hgb
C000683,2024-11-01,0.0202,Green,[],sklearn_hgb
C000684,2024-11-01,1.0,Red,[],sklearn_hgb
C000685,2024-11-01,0.178,Green,[],sklearn_hgb
C000686,2024-11-01,0.1239,Green,[],sklearn_hgb
C000687,2024-11-01,0.0429,Green,[],sklearn_hgb
C000688,2024-11-01,0.0852,Green,[],sklearn_hgb
C000689,2024-11-01,0.0667,Green,[],sklearn_hgb
C000690,2024-11-01,0.0667,Green,[],sklearn_hgb
C000691,2024-11-01,0.0417,Green,[],sklearn_hgb
C000692,2024-11-01,0.0667,Green,[],sklearn_hgb
C000693,2024-11-01,0.0417,Green,[],sklearn_hgb
C000694,2024-11-01,0.0852,Green,[],sklearn_hgb
C000695,2024-11-01,0.0417,Green,[],sklearn_hgb
C000696,2024-11-01,0.0667,Green,[],sklearn_hgb
C000697,2024-11-01,0.0417,Green,[],sklearn_hgb
C000698,2024-11-01,0.0667,Green,[],sklearn_hgb
C000699,2024-11-01,0.0417,Green,[],sklearn_hgb
C000700,2024-11-01,0.0667,Green,[],sklearn_hgb
C000701,2024-11-01,0.0417,Green,[],sklearn_hgb
C000702,2024-11-01,0.0667,Green,[],sklearn_hgb
C000703,2024-11-01,0.0667,Green,[],sklearn_hgb
C000704,2024-11-01,0.7342,Red,[],sklearn_hgb
C000705,2024-11-01,0.0417,Green,[],sklearn_hgb
C000706,2024-11-01,0.1239,Green,[],sklearn_hgb
C000707,2024-11-01,0.0852,Green,[],sklearn_hgb
C000708,2024-11-01,0.0417,Green,[],sklearn_hgb
C000709,2024-11-01,0.1239,Green,[],sklearn_hgb
C000710,2024-11-01,0.0202,Green,[],sklearn_hgb
C000711,2024-11-01,0.0667,Green,[],sklearn_hgb
C000712,2024-11-01,0.0852,Green,[],sklearn_hgb
C000713,2024-11-01,0.0417,Green,[],sklearn_hgb
C000714,2024-11-01,0.0417,Green,[],sklearn_hgb
C000715,2024-11-01,0.0417,Green,[],sklearn_hgb
C000716,2024-11-01,0.9688,Red,[],sklearn_hgb
C000717,2024-11-01,0.0417,Green,[],sklearn_hgb
C000718,2024-11-01,0.0667,Green,[],sklearn_hgb
C000719,2024-11-01,0.0852,Green,[],sklearn_hgb
C000720,2024-11-01,0.0202,Green,[],sklearn_hgb
C000721,2024-11-01,0.1239,Green,[],sklearn_hgb
C000722,2024-11-01,0.0417,Green,[],sklearn_hgb
C000723,2024-11-01,0.0667,Green,[],sklearn_hgb
C000724,2024-11-01,0.0852,Green,[],sklearn_hgb
C000725,2024-11-01,0.0417,Green,[],sklearn_hgb
C000726,2024-11-01,0.0852,Green,[],sklearn_hgb
C000727,2024-11-01,0.619,Red,[],sklearn_hgb
C000728,2024-11-01,0.0389,Green,[],sklearn_hgb
C000729,2024-11-01,0.0852,Green,[],sklearn_hgb
C000730,2024-11-01,0.0429,Green,[],sklearn_hgb
C000731,2024-11-01,0.1239,Green,[],sklearn_hgb
C000732,2024-11-01,0.0202,Green,[],sklearn_hgb
C000733,2024-11-01,0.0667,Green,[],sklearn_hgb
C000734,2024-11-01,0.0429,Green,[],sklearn_hgb
C000735,2024-11-01,1.0,Red,[],sklearn_hgb
C000736,2024-11-01,0.0417,Green,[],sklearn_hgb
C000737,2024-11-01,0.0417,Green,[],sklearn_hgb
C000738,2024-11-01,0.0217,Green,[],sklearn_hgb
C000739,2024-11-01,0.0417,Green,[],sklearn_hgb
C000740,2024-11-01,0.1239,Green,[],sklearn_hgb
C000741,2024-11-01,0.0417,Green,[],sklearn_hgb
C000742,2024-11-01,0.0852,Green,[],sklearn_hgb
C000743,2024-11-01,0.9286,Red,[],sklearn_hgb
C000744,2024-11-01,0.0417,Green,[],sklearn_hgb
C000745,2024-11-01,0.0417,Green,[],sklearn_hgb
C000746,2024-11-01,0.0667,Green,[],sklearn_hgb
C000747,2024-11-01,0.0417,Green,[],sklearn_hgb
C000748,2024-11-01,0.0667,Green,[],sklearn_hgb
C000749,2024-11-01,0.178,Green,[],sklearn_hgb
C000750,2024-11-01,0.0417,Green,[],sklearn_hgb
C000751,2024-11-01,0.178,Green,[],sklearn_hgb
C000752,2024-11-01,0.0667,Green,[],sklearn_hgb
C000753,2024-11-01,0.0417,Green,[],sklearn_hgb
C000754,2024-11-01,0.0852,Green,[],sklearn_hgb
C000755,2024-11-01,0.0667,Green,[],sklearn_hgb
C000756,2024-11-01,0.0417,Green,[],sklearn_hgb
C000757,2024-11-01,0.0217,Green,[],sklearn_hgb
C000758,2024-11-01,0.0429,Green,[],sklearn_hgb
C000759,2024-11-01,0.1239,Green,[],sklearn_hgb
C000760,2024-11-01,0.0417,Green,[],sklearn_hgb
C000761,2024-11-01,0.0417,Green,[],sklearn_hgb
C000762,2024-11-01,0.4444,Amber,[],sklearn_hgb
C000763,2024-11-01,0.0417,Green,[],sklearn_hgb
C000764,2024-11-01,0.0852,Green,[],sklearn_hgb
C000765,2024-11-01,0.0417,Green,[],sklearn_hgb
C000766,2024-11-01,0.0417,Green,[],sklearn_hgb
C000767,2024-11-01,0.0202,Green,[],sklearn_hgb
C000768,2024-11-01,0.0667,Green,[],sklearn_hgb
C000769,2024-11-01,0.0667,Green,[],sklearn_hgb
C000770,2024-11-01,0.0202,Green,[],sklearn_hgb
C000771,2024-11-01,0.0389,Green,[],sklearn_hgb
C000772,2024-11-01,0.0667,Green,[],sklearn_hgb
C000773,2024-11-01,0.0202,Green,[],sklearn_hgb
C000774,2024-11-01,0.0852,Green,[],sklearn_hgb
C000775,2024-11-01,0.0667,Green,[],sklearn_hgb
C000776,2024-11-01,0.0667,Green,[],sklearn_hgb
C000777,2024-11-01,0.0667,Green,[],sklearn_hgb
C000778,2024-11-01,0.0667,Green,[],sklearn_hgb
C000779,2024-11-01,0.7342,Red,[],sklearn_hgb
C000780,2024-11-01,0.0417,Green,[],sklearn_hgb
C000781,2024-11-01,0.2973,Green,[],sklearn_hgb
C000782,2024-11-01,0.0417,Green,[],sklearn_hgb
C000783,2024-11-01,0.0667,Green,[],sklearn_hgb
C000784,2024-11-01,0.0417,Green,[],sklearn_hgb
C000785,2024-11-01,0.0667,Green,[],sklearn_hgb
C000786,2024-11-01,0.0667,Green,[],sklearn_hgb
C000787,2024-11-01,0.178,Green,[],sklearn_hgb
C000788,2024-11-01,0.0417,Green,[],sklearn_hgb
C000789,2024-11-01,0.0202,Green,[],sklearn_hgb
C000790,2024-11-01,0.619,Red,[],sklearn_hgb
C000791,2024-11-01,0.0389,Green,[],sklearn_hgb
C000792,2024-11-01,0.0667,Green,[],sklearn_hgb
C000793,2024-11-01,0.0202,Green,[],sklearn_hgb
C000794,2024-11-01,0.0852,Green,[],sklearn_hgb
C000795,2024-11-01,0.0667,Green,[],sklearn_hgb
C000796,2024-11-01,0.9286,Red,[],sklearn_hgb
C000797,2024-11-01,0.0667,Green,[],sklearn_hgb
C000798,2024-11-01,0.0667,Green,[],sklearn_hgb
C000799,2024-11-01,0.0202,Green,[],sklearn_hgb
C000800,2024-11-01,0.0667,Green,[],sklearn_hgb
C000801,2024-11-01,0.619,Red,[],sklearn_hgb
C000802,2024-11-01,0.0667,Green,[],sklearn_hgb
C000803,2024-11-01,0.0417,Green,[],sklearn_hgb
C000804,2024-11-01,0.619,Red,[],sklearn_hgb
C000805,2024-11-01,0.7342,Red,[],sklearn_hgb
C000806,2024-11-01,1.0,Red,[],sklearn_hgb
C000807,2024-11-01,0.0417,Green,[],sklearn_hgb
C000808,2024-11-01,0.0667,Green,[],sklearn_hgb
C000809,2024-11-01,0.0852,Green,[],sklearn_hgb
C000810,2024-11-01,0.2353,Green,[],sklearn_hgb
C000811,2024-11-01,0.1239,Green,[],sklearn_hgb
C000812,2024-11-01,0.0417,Green,[],sklearn_hgb
C000813,2024-11-01,0.0667,Green,[],sklearn_hgb
C000814,2024-11-01,0.0852,Green,[],sklearn_hgb
C000815,2024-11-01,0.0,Green,[],sklearn_hgb
C000816,2024-11-01,0.0417,Green,[],sklearn_hgb
C000817,2024-11-01,0.0417,Green,[],sklearn_hgb
C000818,2024-11-01,0.4444,Amber,[],sklearn_hgb
C000819,2024-11-01,0.7143,Red,[],sklearn_hgb
C000820,2024-11-01,0.0667,Green,[],sklearn_hgb
C000821,2024-11-01,0.9688,Red,[],sklearn_hgb
C000822,2024-11-01,0.0417,Green,[],sklearn_hgb
C000823,2024-11-01,0.0417,Green,[],sklearn_hgb
C000824,2024-11-01,0.0417,Green,[],sklearn_hgb
C000825,2024-11-01,0.0389,Green,[],sklearn_hgb
C000826,2024-11-01,0.0667,Green,[],sklearn_hgb
C000827,2024-11-01,0.0667,Green,[],sklearn_hgb
C000828,2024-11-01,0.0667,Green,[],sklearn_hgb
C000829,2024-11-01,0.0417,Green,[],sklearn_hgb
C000830,2024-11-01,0.0417,Green,[],sklearn_hgb
C000831,2024-11-01,0.0667,Green,[],sklearn_hgb
C000832,2024-11-01,0.3,Amber,[],sklearn_hgb
C000833,2024-11-01,0.0202,Green,[],sklearn_hgb
C000834,2024-11-01,0.0417,Green,[],sklearn_hgb
C000835,2024-11-01,0.8511,Red,[],sklearn_hgb
C000836,2024-11-01,0.8511,Red,[],sklearn_hgb
C000837,2024-11-01,0.0417,Green,[],sklearn_hgb
C000838,2024-11-01,0.0417,Green,[],sklearn_hgb
C000839,2024-11-01,0.0417,Green,[],sklearn_hgb
C000840,2024-11-01,1.0,Red,[],sklearn_hgb
C000841,2024-11-01,0.0667,Green,[],sklearn_hgb
C000842,2024-11-01,0.0852,Green,[],sklearn_hgb
C000843,2024-11-01,0.0667,Green,[],sklearn_hgb
C000844,2024-11-01,0.0852,Green,[],sklearn_hgb
C000845,2024-11-01,0.0389,Green,[],sklearn_hgb
C000846,2024-11-01,0.0417,Green,[],sklearn_hgb
C000847,2024-11-01,0.0417,Green,[],sklearn_hgb
C000848,2024-11-01,0.178,Green,[],sklearn_hgb
C000849,2024-11-01,0.7342,Red,[],sklearn_hgb
C000850,2024-11-01,0.0202,Green,[],sklearn_hgb
C000851,2024-11-01,0.8511,Red,[],sklearn_hgb
C000852,2024-11-01,0.4444,Amber,[],sklearn_hgb
C000853,2024-11-01,0.2973,Green,[],sklearn_hgb
C000854,2024-11-01,0.0667,Green,[],sklearn_hgb
C000855,2024-11-01,0.0667,Green,[],sklearn_hgb
C000856,2024-11-01,0.619,Red,[],sklearn_hgb
C000857,2024-11-01,0.0852,Green,[],sklearn_hgb
C000858,2024-11-01,0.0417,Green,[],sklearn_hgb
C000859,2024-11-01,0.9688,Red,[],sklearn_hgb
C000860,2024-11-01,0.0667,Green,[],sklearn_hgb
C000861,2024-11-01,0.0389,Green,[],sklearn_hgb
C000862,2024-11-01,0.0667,Green,[],sklearn_hgb
C000863,2024-11-01,0.0667,Green,[],sklearn_hgb
C000864,2024-11-01,0.0389,Green,[],sklearn_hgb
C000865,2024-11-01,0.7143,Red,[],sklearn_hgb
C000866,2024-11-01,0.0417,Green,[],sklearn_hgb
C000867,2024-11-01,0.0417,Green,[],sklearn_hgb
C000868,2024-11-01,0.0417,Green,[],sklearn_hgb
C000869,2024-11-01,0.0667,Green,[],sklearn_hgb
C000870,2024-11-01,0.0417,Green,[],sklearn_hgb
C000871,2024-11-01,0.0417,Green,[],sklearn_hgb
C000872,2024-11-01,0.9688,Red,[],sklearn_hgb
C000873,2024-11-01,0.1239,Green,[],sklearn_hgb
C000874,2024-11-01,0.0417,Green,[],sklearn_hgb
C000875,2024-11-01,0.0417,Green,[],sklearn_hgb
C000876,2024-11-01,0.0202,Green,[],sklearn_hgb
C000877,2024-11-01,0.0852,Green,[],sklearn_hgb
C000878,2024-11-01,0.178,Green,[],sklearn_hgb
C000879,2024-11-01,0.0389,Green,[],sklearn_hgb
C000880,2024-11-01,0.0202,Green,[],sklearn_hgb
C000881,2024-11-01,0.0,Green,[],sklearn_hgb
C000882,2024-11-01,0.0667,Green,[],sklearn_hgb
C000883,2024-11-01,0.0417,Green,[],sklearn_hgb
C000884,2024-11-01,0.0389,Green,[],sklearn_hgb
C000885,2024-11-01,0.0852,Green,[],sklearn_hgb
C000886,2024-11-01,0.0417,Green,[],sklearn_hgb
C000887,2024-11-01,0.0667,Green,[],sklearn_hgb
C000888,2024-11-01,0.0417,Green,[],sklearn_hgb
C000889,2024-11-01,1.0,Red,[],sklearn_hgb
C000890,2024-11-01,0.4444,Amber,[],sklearn_hgb
C000891,2024-11-01,0.0852,Green,[],sklearn_hgb
C000892,2024-11-01,0.0417,Green,[],sklearn_hgb
C000893,2024-11-01,0.0667,Green,[],sklearn_hgb
C000894,2024-11-01,0.0667,Green,[],sklearn_hgb
C000895,2024-11-01,0.0417,Green,[],sklearn_hgb
C000896,2024-11-01,1.0,Red,[],sklearn_hgb
C000897,2024-11-01,0.0202,Green,[],sklearn_hgb
C000898,2024-11-01,0.0417,Green,[],sklearn_hgb
C000899,2024-11-01,0.0667,Green,[],sklearn_hgb
C000900,2024-11-01,0.0667,Green,[],sklearn_hgb
C000901,2024-11-01,0.0417,Green,[],sklearn_hgb
C000902,2024-11-01,0.178,Green,[],sklearn_hgb
C000903,2024-11-01,0.0417,Green,[],sklearn_hgb
C000904,2024-11-01,0.0417,Green,[],sklearn_hgb
C000905,2024-11-01,0.1239,Green,[],sklearn_hgb
C000906,2024-11-01,0.0417,Green,[],sklearn_hgb
C000907,2024-11-01,0.0667,Green,[],sklearn_hgb
C000908,2024-11-01,0.1239,Green,[],sklearn_hgb
C000909,2024-11-01,0.0417,Green,[],sklearn_hgb
C000910,2024-11-01,0.0389,Green,[],sklearn_hgb
C000911,2024-11-01,0.0417,Green,[],sklearn_hgb
C000912,2024-11-01,0.0417,Green,[],sklearn_hgb
C000913,2024-11-01,0.0667,Green,[],sklearn_hgb
C000914,2024-11-01,0.0417,Green,[],sklearn_hgb
C000915,2024-11-01,0.0417,Green,[],sklearn_hgb
C000916,2024-11-01,0.0667,Green,[],sklearn_hgb
C000917,2024-11-01,0.0667,Green,[],sklearn_hgb
C000918,2024-11-01,0.0,Green,[],sklearn_hgb
C000919,2024-11-01,0.0389,Green,[],sklearn_hgb
C000920,2024-11-01,0.0417,Green,[],sklearn_hgb
C000921,2024-11-01,0.0852,Green,[],sklearn_hgb
C000922,2024-11-01,0.9286,Red,[],sklearn_hgb
C000923,2024-11-01,0.0202,Green,[],sklearn_hgb
C000924,2024-11-01,0.0202,Green,[],sklearn_hgb
C000925,2024-11-01,0.0417,Green,[],sklearn_hgb
C000926,2024-11-01,0.0667,Green,[],sklearn_hgb
C000927,2024-11-01,0.0852,Green,[],sklearn_hgb
C000928,2024-11-01,0.8511,Red,[],sklearn_hgb
C000929,2024-11-01,0.0202,Green,[],sklearn_hgb
C000930,2024-11-01,0.0417,Green,[],sklearn_hgb
C000931,2024-11-01,0.0667,Green,[],sklearn_hgb
C000932,2024-11-01,0.0417,Green,[],sklearn_hgb
C000933,2024-11-01,0.178,Green,[],sklearn_hgb
C000934,2024-11-01,0.0852,Green,[],sklearn_hgb
C000935,2024-11-01,0.0852,Green,[],sklearn_hgb
C000936,2024-11-01,0.0852,Green,[],sklearn_hgb
C000937,2024-11-01,0.0417,Green,[],sklearn_hgb
C000938,2024-11-01,0.0852,Green,[],sklearn_hgb
C000939,2024-11-01,0.0389,Green,[],sklearn_hgb
C000940,2024-11-01,0.0389,Green,[],sklearn_hgb
C000941,2024-11-01,0.0417,Green,[],sklearn_hgb
C000942,2024-11-01,0.4444,Amber,[],sklearn_hgb
C000943,2024-11-01,0.0417,Green,[],sklearn_hgb
C000944,2024-11-01,0.0417,Green,[],sklearn_hgb
C000945,2024-11-01,0.0417,Green,[],sklearn_hgb
C000946,2024-11-01,0.0852,Green,[],sklearn_hgb
C000947,2024-11-01,0.0389,Green,[],sklearn_hgb
C000948,2024-11-01,0.0667,Green,[],sklearn_hgb
C000949,2024-11-01,0.7342,Red,[],sklearn_hgb
C000950,2024-11-01,0.619,Red,[],sklearn_hgb
C000951,2024-11-01,0.178,Green,[],sklearn_hgb
C000952,2024-11-01,0.0667,Green,[],sklearn_hgb
C000953,2024-11-01,0.0202,Green,[],sklearn_hgb
C000954,2024-11-01,0.1239,Green,[],sklearn_hgb
C000955,2024-11-01,0.0417,Green,[],sklearn_hgb
C000956,2024-11-01,0.0667,Green,[],sklearn_hgb
C000957,2024-11-01,0.0852,Green,[],sklearn_hgb
C000958,2024-11-01,0.0667,Green,[],sklearn_hgb
C000959,2024-11-01,0.1239,Green,[],sklearn_hgb
C000960,2024-11-01,0.0667,Green,[],sklearn_hgb
C000961,2024-11-01,0.1239,Green,[],sklearn_hgb
C000962,2024-11-01,0.0417,Green,[],sklearn_hgb
C000963,2024-11-01,0.0417,Green,[],sklearn_hgb
C000964,2024-11-01,0.0667,Green,[],sklearn_hgb
C000965,2024-11-01,0.0417,Green,[],sklearn_hgb
C000966,2024-11-01,0.0852,Green,[],sklearn_hgb
C000967,2024-11-01,0.0417,Green,[],sklearn_hgb
C000968,2024-11-01,0.3571,Amber,[],sklearn_hgb
C000969,2024-11-01,0.0202,Green,[],sklearn_hgb
C000970,2024-11-01,0.0417,Green,[],sklearn_hgb
C000971,2024-11-01,0.0667,Green,[],sklearn_hgb
C000972,2024-11-01,0.0667,Green,[],sklearn_hgb
C000973,2024-11-01,0.0852,Green,[],sklearn_hgb
C000974,2024-11-01,0.2973,Green,[],sklearn_hgb
C000975,2024-11-01,0.0852,Green,[],sklearn_hgb
C000976,2024-11-01,0.1239,Green,[],sklearn_hgb
C000977,2024-11-01,0.619,Red,[],sklearn_hgb
C000978,2024-11-01,0.0852,Green,[],sklearn_hgb
C000979,2024-11-01,0.0667,Green,[],sklearn_hgb
C000980,2024-11-01,0.0417,Green,[],sklearn_hgb
C000981,2024-11-01,0.0667,Green,[],sklearn_hgb
C000982,2024-11-01,0.0852,Green,[],sklearn_hgb
C000983,2024-11-01,0.0417,Green,[],sklearn_hgb
C000984,2024-11-01,0.0667,Green,[],sklearn_hgb
C000985,2024-11-01,0.0202,Green,[],sklearn_hgb
C000986,2024-11-01,0.0852,Green,[],sklearn_hgb
C000987,2024-11-01,0.0667,Green,[],sklearn_hgb
C000988,2024-11-01,0.0667,Green,[],sklearn_hgb
C000989,2024-11-01,0.0202,Green,[],sklearn_hgb
C000990,2024-11-01,0.9688,Red,[],sklearn_hgb
C000991,2024-11-01,0.9688,Red,[],sklearn_hgb
C000992,2024-11-01,0.0852,Green,[],sklearn_hgb
C000993,2024-11-01,0.0417,Green,[],sklearn_hgb
C000994,2024-11-01,0.0852,Green,[],sklearn_hgb
C000995,2024-11-01,0.0417,Green,[],sklearn_hgb
C000996,2024-11-01,0.0667,Green,[],sklearn_hgb
C000997,2024-11-01,0.0417,Green,[],sklearn_hgb
C000998,2024-11-01,0.1239,Green,[],sklearn_hgb
C000999,2024-11-01,0.0417,Green,[],sklearn_hgb
C001000,2024-11-01,0.1239,Green,[],sklearn_hgb
C001001,2024-11-01,0.0202,Green,[],sklearn_hgb
C001002,2024-11-01,0.4444,Amber,[],sklearn_hgb
C001003,2024-11-01,0.0667,Green,[],sklearn_hgb
C001004,2024-11-01,0.0852,Green,[],sklearn_hgb
C001005,2024-11-01,0.0417,Green,[],sklearn_hgb
C001006,2024-11-01,0.0389,Green,[],sklearn_hgb
C001007,2024-11-01,0.0667,Green,[],sklearn_hgb
C001008,2024-11-01,0.0667,Green,[],sklearn_hgb
C001009,2024-11-01,0.0202,Green,[],sklearn_hgb
C001010,2024-11-01,0.0667,Green,[],sklearn_hgb
C001011,2024-11-01,0.4444,Amber,[],sklearn_hgb
C001012,2024-11-01,0.0417,Green,[],sklearn_hgb
C001013,2024-11-01,0.0417,Green,[],sklearn_hgb
C001014,2024-11-01,0.0852,Green,[],sklearn_hgb
C001015,2024-11-01,0.3571,Amber,[],sklearn_hgb
C001016,2024-11-01,0.0667,Green,[],sklearn_hgb
C001017,2024-11-01,0.0202,Green,[],sklearn_hgb
C001018,2024-11-01,0.1239,Green,[],sklearn_hgb
C001019,2024-11-01,0.0667,Green,[],sklearn_hgb
C001020,2024-11-01,0.0417,Green,[],sklearn_hgb
C001021,2024-11-01,0.0429,Green,[],sklearn_hgb
C001022,2024-11-01,1.0,Red,[],sklearn_hgb
C001023,2024-11-01,0.178,Green,[],sklearn_hgb
C001024,2024-11-01,0.0202,Green,[],sklearn_hgb
C001025,2024-11-01,0.0667,Green,[],sklearn_hgb
C001026,2024-11-01,0.178,Green,[],sklearn_hgb
C001027,2024-11-01,0.0389,Green,[],sklearn_hgb
C001028,2024-11-01,0.178,Green,[],sklearn_hgb
C001029,2024-11-01,0.0417,Green,[],sklearn_hgb
C001030,2024-11-01,0.4444,Amber,[],sklearn_hgb
C001031,2024-11-01,0.1239,Green,[],sklearn_hgb
C001032,2024-11-01,0.0667,Green,[],sklearn_hgb
C001033,2024-11-01,0.0389,Green,[],sklearn_hgb
C001034,2024-11-01,0.0417,Green,[],sklearn_hgb
C001035,2024-11-01,0.0202,Green,[],sklearn_hgb
C001036,2024-11-01,0.0417,Green,[],sklearn_hgb
C001037,2024-11-01,0.0417,Green,[],sklearn_hgb
C001038,2024-11-01,0.0667,Green,[],sklearn_hgb
C001039,2024-11-01,0.0667,Green,[],sklearn_hgb
C001040,2024-11-01,0.4444,Amber,[],sklearn_hgb
